Data	Energia Esperad kWh		Curva de carga kWh		Diferencia	%
2020-09-15 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 09:00:00+0200	43,125097925		32			0,742027300567573
2020-09-16 10:00:00+0200	322,437442958		239			0,741229051463268
2020-09-16 11:00:00+0200	715,596890371		563			0,786755794464274
2020-09-16 12:00:00+0200	937,289427913		734			0,783109227674048
2020-09-16 13:00:00+0200	889,777090117		721			0,810315311563251
2020-09-16 14:00:00+0200	1214,855283680		933			0,767992708706659
2020-09-16 15:00:00+0200	970,330195608		813			0,837859116082213
2020-09-16 16:00:00+0200	816,943583017		626			0,766270784193152
2020-09-16 17:00:00+0200	626,637573429		505			0,805888477507993
2020-09-16 18:00:00+0200	289,318382267		213			0,736213158427767
2020-09-16 19:00:00+0200	142,029163208		97			0,682958329184441
2020-09-16 20:00:00+0200	55,572949201		31			0,557825352906657
2020-09-16 21:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-16 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 09:00:00+0200	30,653816361		25			0,815559136446381
2020-09-17 10:00:00+0200	230,170264792		189			0,821131261984667
2020-09-17 11:00:00+0200	448,912880317		345			0,768523281747626
2020-09-17 12:00:00+0200	606,276623312		469			0,773574276108358
2020-09-17 13:00:00+0200	890,819938050		766			0,859881966356489
2020-09-17 14:00:00+0200	928,764633217		720			0,775223317350174
2020-09-17 15:00:00+0200	653,805315562		540			0,825933939579284
2020-09-17 16:00:00+0200	788,207172758		650			0,824656286399422
2020-09-17 17:00:00+0200	471,108305467		361			0,766278148380653
2020-09-17 18:00:00+0200	378,114832100		301			0,796054464005777
2020-09-17 19:00:00+0200	227,783416033		165			0,724372313285949
2020-09-17 20:00:00+0200	81,233034415		49			0,603202876183501
2020-09-17 21:00:00+0200	3,249444901		1			0,307744870397808
2020-09-17 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-17 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 09:00:00+0200	11,763037269		8			0,680096459515517
2020-09-18 10:00:00+0200	72,002818959		54			0,749970636991293
2020-09-18 11:00:00+0200	564,372747417		513			0,90897372764344
2020-09-18 12:00:00+0200	461,110781279		335			0,726506543765466
2020-09-18 13:00:00+0200	207,918458446		168			0,808009068822682
2020-09-18 14:00:00+0200	730,291653350		570			0,780510084409826
2020-09-18 15:00:00+0200	238,627037117		174			0,729171355024146
2020-09-18 16:00:00+0200	949,498620296		787			0,828858497713939
2020-09-18 17:00:00+0200	487,904010971		423			0,866973811422801
2020-09-18 18:00:00+0200	766,985293121		688			0,897018503706121
2020-09-18 19:00:00+0200	446,548734408		357			0,799464811994783
2020-09-18 20:00:00+0200	181,673076856		140			0,770615010340627
2020-09-18 21:00:00+0200	7,344146864		4			0,544651417513838
2020-09-18 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-18 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 09:00:00+0200	12,797723552		12			0,937666761718707
2020-09-19 10:00:00+0200	102,381323765		80			0,78139251435767
2020-09-19 11:00:00+0200	150,478393218		123			0,817393097903486
2020-09-19 12:00:00+0200	321,982169288		278			0,863401848042524
2020-09-19 13:00:00+0200	411,559124050		345			0,838275668888065
2020-09-19 14:00:00+0200	951,009752179		827			0,869602018386391
2020-09-19 15:00:00+0200	1265,859461940		1054			0,832635874431658
2020-09-19 16:00:00+0200	1164,470121620		979			0,840725735957934
2020-09-19 17:00:00+0200	1105,131584690		842			0,76190022225832
2020-09-19 18:00:00+0200	780,987150100		657			0,841243034428768
2020-09-19 19:00:00+0200	292,504324879		241			0,823919441531999
2020-09-19 20:00:00+0200	138,230718523		106			0,76683389287572
2020-09-19 21:00:00+0200	10,277627452		5			0,486493602079181
2020-09-19 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-19 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 09:00:00+0200	12,231862629		11			0,899290674973794
2020-09-20 10:00:00+0200	93,908472274		79			0,841244651167689
2020-09-20 11:00:00+0200	324,310758192		278			0,857202522512118
2020-09-20 12:00:00+0200	769,517817771		655			0,851182370146133
2020-09-20 13:00:00+0200	756,114507367		676			0,894044477937633
2020-09-20 14:00:00+0200	1404,582043090		1160			0,825868453684675
2020-09-20 15:00:00+0200	1455,632319580		1171			0,80446139059201
2020-09-20 16:00:00+0200	1385,720202210		1151			0,830615010277212
2020-09-20 17:00:00+0200	1227,753587500		1027			0,836487069112311
2020-09-20 18:00:00+0200	821,491691383		688			0,837500862414976
2020-09-20 19:00:00+0200	458,865018442		374			0,815054503979961
2020-09-20 20:00:00+0200	160,300579685		119			0,742355394059347
2020-09-20 21:00:00+0200	6,978817116		3			0,429872276376912
2020-09-20 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-20 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 09:00:00+0200	10,837660243		10			0,922708386888241
2020-09-21 10:00:00+0200	127,662372884		109			0,853814616927436
2020-09-21 11:00:00+0200	340,262680571		291			0,855221617344778
2020-09-21 12:00:00+0200	659,541768629		565			0,856655373282081
2020-09-21 13:00:00+0200	1079,646279390		938			0,868803068102981
2020-09-21 14:00:00+0200	1447,009567250		1170			0,808564107992424
2020-09-21 15:00:00+0200	1515,588658080		1243			0,820143376880819
2020-09-21 16:00:00+0200	1458,874471500		1203			0,824608301468931
2020-09-21 17:00:00+0200	1275,907885670		1065			0,834699755335983
2020-09-21 18:00:00+0200	927,331864813		771			0,831417563932708
2020-09-21 19:00:00+0200	564,108932104		473			0,838490534506901
2020-09-21 20:00:00+0200	177,361597536		132			0,744242281496181
2020-09-21 21:00:00+0200	4,711951064		2			0,424452625449871
2020-09-21 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-21 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 09:00:00+0200	40,273286187		35			0,869062431055317
2020-09-22 10:00:00+0200	292,912201408		234			0,798874198053837
2020-09-22 11:00:00+0200	719,460951796		594			0,825618122174928
2020-09-22 12:00:00+0200	1072,801546960		885			0,824942882034265
2020-09-22 13:00:00+0200	1292,801896630		1070			0,827659676853208
2020-09-22 14:00:00+0200	1407,197385120		1154			0,820069744445689
2020-09-22 15:00:00+0200	1419,664284830		1161			0,817798977128614
2020-09-22 16:00:00+0200	1300,666791480		1074			0,825730315431456
2020-09-22 17:00:00+0200	1103,197867880		933			0,845723171848522
2020-09-22 18:00:00+0200	737,463435429		590			0,800039665230023
2020-09-22 19:00:00+0200	488,879515554		409			0,836606949130441
2020-09-22 20:00:00+0200	176,271184654		129			0,731826930494693
2020-09-22 21:00:00+0200	4,015784325		2			0,498034714551061
2020-09-22 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-22 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 09:00:00+0200	17,502356848		13			0,742757110528058
2020-09-23 10:00:00+0200	271,504556788		227			0,836081731686181
2020-09-23 11:00:00+0200	753,236413387		601			0,797890263028503
2020-09-23 12:00:00+0200	1109,497922720		928			0,836414364548744
2020-09-23 13:00:00+0200	1413,879373250		1168			0,826095933003951
2020-09-23 14:00:00+0200	1573,795490000		1286			0,817132853773777
2020-09-23 15:00:00+0200	1597,150758000		1268			0,793913782808974
2020-09-23 16:00:00+0200	1408,742257040		1131			0,802843809325645
2020-09-23 17:00:00+0200	1124,044836690		953			0,847830948457822
2020-09-23 18:00:00+0200	1002,368153610		856			0,853977649745895
2020-09-23 19:00:00+0200	415,795452950		324			0,779229300612293
2020-09-23 20:00:00+0200	110,076380959		77			0,699514276624702
2020-09-23 21:00:00+0200	2,961028991		1			0,33772043539489
2020-09-23 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-23 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 09:00:00+0200	9,479683407		8			0,843910039701017
2020-09-24 10:00:00+0200	113,754365619		94			0,82634191214108
2020-09-24 11:00:00+0200	593,929775796		504			0,848585170400872
2020-09-24 12:00:00+0200	1017,664117370		846			0,831315544647835
2020-09-24 13:00:00+0200	807,234370208		648			0,802740844437818
2020-09-24 14:00:00+0200	593,715650712		478			0,805099207721355
2020-09-24 15:00:00+0200	494,955894133		405			0,818254726937694
2020-09-24 16:00:00+0200	801,519071592		679			0,847141414428668
2020-09-24 17:00:00+0200	831,558281021		719			0,864641741186439
2020-09-24 18:00:00+0200	610,141757283		473			0,77522968122408
2020-09-24 19:00:00+0200	193,108192609		139			0,719803743808235
2020-09-24 20:00:00+0200	47,701316358		27			0,566022115562193
2020-09-24 21:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-24 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 09:00:00+0200	45,434588835		38			0,836367203365713
2020-09-25 10:00:00+0200	358,038352450		282			0,787625119125698
2020-09-25 11:00:00+0200	779,933781212		645			0,826993285247479
2020-09-25 12:00:00+0200	1171,447261040		980			0,836572018726618
2020-09-25 13:00:00+0200	1404,618557750		1157			0,823711173126852
2020-09-25 14:00:00+0200	1480,261223830		1234			0,833636644758667
2020-09-25 15:00:00+0200	1610,038286250		1319			0,819235176743611
2020-09-25 16:00:00+0200	1517,608403830		1261			0,830912636499379
2020-09-25 17:00:00+0200	1332,233985040		1120			0,840693160943775
2020-09-25 18:00:00+0200	1013,246572000		862			0,850730734078417
2020-09-25 19:00:00+0200	603,564628979		517			0,856577697196348
2020-09-25 20:00:00+0200	211,569487935		166			0,784612193469976
2020-09-25 21:00:00+0200	5,457584525		2			0,366462487386563
2020-09-25 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-25 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 09:00:00+0200	38,174679952		28			0,733470458311634
2020-09-26 10:00:00+0200	367,162211896		285			0,776223671080637
2020-09-26 11:00:00+0200	799,522181358		659			0,824242297919338
2020-09-26 12:00:00+0200	1172,653560960		978			0,834005909809675
2020-09-26 13:00:00+0200	1428,294015500		1186			0,830361247144776
2020-09-26 14:00:00+0200	1565,814608420		1286			0,821297740540082
2020-09-26 15:00:00+0200	1576,103630630		1294			0,821012003812695
2020-09-26 16:00:00+0200	1490,360797500		1230			0,82530351178269
2020-09-26 17:00:00+0200	1305,203123670		1086			0,832054398511061
2020-09-26 18:00:00+0200	984,311726900		834			0,847292557030288
2020-09-26 19:00:00+0200	613,163147454		518			0,84479962983891
2020-09-26 20:00:00+0200	180,169759041		136			0,754843658136055
2020-09-26 21:00:00+0200	1,934989296		1			0,516798724430079
2020-09-26 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-26 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 09:00:00+0200	36,285585979		26			0,716537966751655
2020-09-27 10:00:00+0200	370,299755904		292			0,78855034426677
2020-09-27 11:00:00+0200	748,953373771		599			0,799782764825558
2020-09-27 12:00:00+0200	674,990291929		508			0,752603416781341
2020-09-27 13:00:00+0200	1246,535878930		1019			0,817465439402104
2020-09-27 14:00:00+0200	1549,132965960		1266			0,817231333796746
2020-09-27 15:00:00+0200	1562,722006370		1283			0,821003348497179
2020-09-27 16:00:00+0200	1481,742782580		1230			0,830103587788923
2020-09-27 17:00:00+0200	1290,081751830		1068			0,827854512696599
2020-09-27 18:00:00+0200	977,313050996		825			0,844151215579517
2020-09-27 19:00:00+0200	593,975617867		497			0,836734682451706
2020-09-27 20:00:00+0200	181,901911011		139			0,764148101729368
2020-09-27 21:00:00+0200	1,840314921		0			0
2020-09-27 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-27 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 09:00:00+0200	34,139805596		26			0,761574342495426
2020-09-28 10:00:00+0200	355,694959537		277			0,77875716979674
2020-09-28 11:00:00+0200	802,108277117		662			0,825324982780893
2020-09-28 12:00:00+0200	1177,898779630		980			0,831989995191129
2020-09-28 13:00:00+0200	1426,499934790		1182			0,828601510012692
2020-09-28 14:00:00+0200	1579,407001330		1292			0,81802853787024
2020-09-28 15:00:00+0200	1601,540277580		1305			0,81484057458231
2020-09-28 16:00:00+0200	1519,650576580		1244			0,818609237657543
2020-09-28 17:00:00+0200	1281,582415580		1061			0,827882769848889
2020-09-28 18:00:00+0200	934,709927617		790			0,845181993534688
2020-09-28 19:00:00+0200	521,125259442		422			0,809786116397161
2020-09-28 20:00:00+0200	110,954452310		75			0,675953045944065
2020-09-28 21:00:00+0200	0,208348294		0			0
2020-09-28 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-28 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 09:00:00+0200	35,609906896		26			0,730133894370461
2020-09-29 10:00:00+0200	351,714688087		276			0,784726965772123
2020-09-29 11:00:00+0200	795,089260438		655			0,823806876273455
2020-09-29 12:00:00+0200	1152,544700420		959			0,832071849057594
2020-09-29 13:00:00+0200	1342,061312670		1108			0,825595663580868
2020-09-29 14:00:00+0200	1576,997111000		1290			0,818010376177538
2020-09-29 15:00:00+0200	1578,094033620		1278			0,809837673024077
2020-09-29 16:00:00+0200	1464,856661460		1197			0,817144797503237
2020-09-29 17:00:00+0200	1263,776601290		1048			0,829260487122688
2020-09-29 18:00:00+0200	966,773060796		810			0,837838819518906
2020-09-29 19:00:00+0200	581,163704504		481			0,827649759047693
2020-09-29 20:00:00+0200	158,282895646		113			0,713911629799373
2020-09-29 21:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-29 23:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 00:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 01:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 02:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 03:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 04:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 05:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 06:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 07:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 08:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 09:00:00+0200	20,719596485		20			0,965269763562823
2020-09-30 10:00:00+0200	142,191129905		120			0,84393449915036
2020-09-30 11:00:00+0200	298,156022783		254			0,851902965531784
2020-09-30 12:00:00+0200	677,159321654		595			0,878670618528412
2020-09-30 13:00:00+0200	674,934250033		553			0,819339068913693
2020-09-30 14:00:00+0200	1289,053697640		1085			0,841702717261832
2020-09-30 15:00:00+0200	1274,508025360		994			0,779908780660077
2020-09-30 16:00:00+0200	1218,627078250		978			0,802542481990839
2020-09-30 17:00:00+0200	1068,902326240		927			0,867244814838078
2020-09-30 18:00:00+0200	828,717353896		675			0,814511723239126
2020-09-30 19:00:00+0200	324,207924667		242			0,746434561242026
2020-09-30 20:00:00+0200	58,911265628		35			0,594113869854832
2020-09-30 21:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 22:00:00+0200	0,000000000		0			#DIV/0!
2020-09-30 23:00:00+0200	0,000000000		0			#DIV/0!
2020-10-01 00:00:00+0200	0,000000000		0			#DIV/0!
